productType,variantId,id,sku,categories,prices,tax,name.en,name.de,name.it,description.en,description.de,description.it,slug.en,slug.de,slug.it,metaTitle.en,metaDescription.en,metaKeywords.en,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.de,colorFreeDefinition.it,details.en,details.de,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,21,,M0E20000000DOO2,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,B9538L7102 MODERN IVORY,73308,M0E20000000DOO2,73308,samedelman,no,,44,44,multicolored,black-white,,,,,,sporty,women,s15,,,,
,22,,M0E20000000DOO3,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,B9538L7102 MODERN IVORY,73308,M0E20000000DOO3,73308,samedelman,no,,44.5,44.5,multicolored,black-white,,,,,,sporty,women,s15,,,,
,23,,M0E20000000DOO4,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,B9538L7102 MODERN IVORY,73308,M0E20000000DOO4,73308,samedelman,no,,45,45,multicolored,black-white,,,,,,sporty,women,s15,,,,
,24,,M0E20000000DOO5,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,B9538L7102 MODERN IVORY,73308,M0E20000000DOO5,73308,samedelman,no,,45.5,45.5,multicolored,black-white,,,,,,sporty,women,s15,,,,
,25,,M0E20000000DOO6,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,B9538L7102 MODERN IVORY,73308,M0E20000000DOO6,73308,samedelman,no,,46,46,multicolored,black-white,,,,,,sporty,women,s15,,,,
main,1,34035ab6-6b65-4200-b404-58fd21b30180,A0E200000001WOD,WOMEN>bags>brieftaschen,EUR 11000;EUR 7213 b2b;BE-EUR 8800;BG-EUR 8800;DK-EUR 8800;DE-EUR 8800;EE-EUR 8800;FI-EUR 8800;FR-EUR 8800;GR-EUR 8800;IE-EUR 8800;IT-EUR 8800;HR-EUR 8800;LV-EUR 8800;LT-EUR 8800;LU-EUR 8800;MT-EUR 8800;NL-EUR 8800;AT-EUR 8800;PL-EUR 8800;PT-EUR 8800;RO-EUR 8800;SE-EUR 8800;SK-EUR 8800;SI-EUR 8800;ES-EUR 8800;CZ-EUR 8800;HU-EUR 8800;GB-EUR 8800;CY-EUR 8800,standard,Wallet “Bufalo“ Gabs mint green,Brieftasche „Bufalo“ Gabs mintgrün,Portafoglio “Bufalo“ Gabs verde menta,,,,gabs-wallet-gmoney17-1626-mint,gabs-brieftasche-gmoney17-1626-minze,gabs-portafoglio-gmoney17-1626-menta,,,,GMONEY17 BU 1626,72359,A0E200000001WOD,72359,gabs,yes,,oneSize,one size,green,mint green,mintgrün,verde menta,,,,sporty,women,s15,true,,,
main,1,7148c40e-1185-4300-a75c-f17fa8e31264,A0E20000000284H,WOMEN>bags>shopper,EUR 14375;EUR 9426 b2b;BE-EUR 11500;BG-EUR 11500;DK-EUR 11500;DE-EUR 11500;EE-EUR 11500;FI-EUR 11500;FR-EUR 11500;GR-EUR 11500;IE-EUR 11500;IT-EUR 11500;HR-EUR 11500;LV-EUR 11500;LT-EUR 11500;LU-EUR 11500;MT-EUR 11500;NL-EUR 11500;AT-EUR 11500;PL-EUR 11500;PT-EUR 11500;RO-EUR 11500;SE-EUR 11500;SK-EUR 11500;SI-EUR 11500;ES-EUR 11500;CZ-EUR 11500;HU-EUR 11500;GB-EUR 11500;CY-EUR 11500,standard,Guess – Shopper “Delaney “,Guess – Shopper „Delaney“,Guess – Borsa Shopping “Delaney”,This trendy bag from Guess is the ideal accessory for shopping trips and will become your everyday favorite in no time. The logo embossment on grey shades make a trendy contrast to the beige handles. ,Die Trendtasche von Guess ist der ideale Begleiter zum Shoppen und wird schnell zu Ihrem Alltagsliebling avancieren. Die Logoprägung auf grauem Farbverlauf bietet einen trendigen Kontrast zu den Griffen in Beige.,Questa borsa trendy di Guess è l’accessorio ideale per la giornata di shopping e diventerà un favorito quotidiano in poco tempo. La goffratura del Logo su sfumature di grigio contrastano in maniera particolare con le maniche beige. ,guess-shopper-35220-grey,guess-shopper-35220-grau,guess-borsashopping-35220-grigio,,,,HWOG45 35220 DOV,83101,A0E20000000284H,83101,guess,no,,oneSize,one size,grey,grey,grau,grigio,,,,sporty,women,A15,,,,
main,1,63d95a2a-ee5a-4400-b6c5-13fc95cf55ed,M0E20000000EKKU,WOMEN>shoes>sandalen,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,standard,Flip Flops “Caprice“ Havaianas pink,Flipflops „Caprice“ Havaianas rosa,Infradito “Caprice“ Havaianas rosa,,,,havaianas-flipflops-caprice-pink,havaianas-flipflops-caprice-rosa,havaianas-infradito-caprice-rosa,,,,4123433 4161,82312,M0E20000000EKKU,82312,havaianas,no,,34,34,pink,pink,rosa,rosa,,,,sporty,women,s15,,,,
,2,,M0E20000000EKKV,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKKV,82312,havaianas,no,,34.5,34.5,pink,pink,,,,,,sporty,women,s15,,,,
,3,,M0E20000000EKKW,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKKW,82312,havaianas,no,,35,35,pink,pink,,,,,,sporty,women,s15,,,,
,4,,M0E20000000EKKX,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKKX,82312,havaianas,no,,35.5,35.5,pink,pink,,,,,,sporty,women,s15,,,,
,5,,M0E20000000EKKY,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKKY,82312,havaianas,no,,36,36,pink,pink,,,,,,sporty,women,s15,,,,
,6,,M0E20000000EKKZ,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKKZ,82312,havaianas,no,,36.5,36.5,pink,pink,,,,,,sporty,women,s15,,,,
,7,,M0E20000000EKL0,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL0,82312,havaianas,no,,37,37,pink,pink,,,,,,sporty,women,s15,,,,
,8,,M0E20000000EKL1,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL1,82312,havaianas,no,,37.5,37.5,pink,pink,,,,,,sporty,women,s15,,,,
,9,,M0E20000000EKL2,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL2,82312,havaianas,no,,38,38,pink,pink,,,,,,sporty,women,s15,,,,
,10,,M0E20000000EKL3,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL3,82312,havaianas,no,,38.5,38.5,pink,pink,,,,,,sporty,women,s15,,,,
,11,,M0E20000000EKL4,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL4,82312,havaianas,no,,39,39,pink,pink,,,,,,sporty,women,s15,,,,
,12,,M0E20000000EKL5,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL5,82312,havaianas,no,,39.5,39.5,pink,pink,,,,,,sporty,women,s15,,,,
,13,,M0E20000000EKL6,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL6,82312,havaianas,no,,40,40,pink,pink,,,,,,sporty,women,s15,,,,
,14,,M0E20000000EKL7,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL7,82312,havaianas,no,,40.5,40.5,pink,pink,,,,,,sporty,women,s15,,,,
,15,,M0E20000000EKL8,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL8,82312,havaianas,no,,41,41,pink,pink,,,,,,sporty,women,s15,,,,
,16,,M0E20000000EKL9,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKL9,82312,havaianas,no,,41.5,41.5,pink,pink,,,,,,sporty,women,s15,,,,
,17,,M0E20000000EKLA,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLA,82312,havaianas,no,,42,42,pink,pink,,,,,,sporty,women,s15,,,,
,18,,M0E20000000EKLB,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLB,82312,havaianas,no,,42.5,42.5,pink,pink,,,,,,sporty,women,s15,,,,
,19,,M0E20000000EKLC,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLC,82312,havaianas,no,,43,43,pink,pink,,,,,,sporty,women,s15,,,,
,20,,M0E20000000EKLD,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLD,82312,havaianas,no,,43.5,43.5,pink,pink,,,,,,sporty,women,s15,,,,
,21,,M0E20000000EKLE,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLE,82312,havaianas,no,,44,44,pink,pink,,,,,,sporty,women,s15,,,,
,22,,M0E20000000EKLF,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLF,82312,havaianas,no,,44.5,44.5,pink,pink,,,,,,sporty,women,s15,,,,
,23,,M0E20000000EKLG,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLG,82312,havaianas,no,,45,45,pink,pink,,,,,,sporty,women,s15,,,,
,24,,M0E20000000EKLH,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLH,82312,havaianas,no,,45.5,45.5,pink,pink,,,,,,sporty,women,s15,,,,
,25,,M0E20000000EKLI,,EUR 2250;EUR 1475 b2b;BE-EUR 1800;BG-EUR 1800;DK-EUR 1800;DE-EUR 1800;EE-EUR 1800;FI-EUR 1800;FR-EUR 1800;GR-EUR 1800;IE-EUR 1800;IT-EUR 1800;HR-EUR 1800;LV-EUR 1800;LT-EUR 1800;LU-EUR 1800;MT-EUR 1800;NL-EUR 1800;AT-EUR 1800;PL-EUR 1800;PT-EUR 1800;RO-EUR 1800;SE-EUR 1800;SK-EUR 1800;SI-EUR 1800;ES-EUR 1800;CZ-EUR 1800;HU-EUR 1800;GB-EUR 1800;CY-EUR 1800,,,,,,,,,,,,,,4123433 4161,82312,M0E20000000EKLI,82312,havaianas,no,,46,46,pink,pink,,,,,,sporty,women,s15,,,,
